System Version: 1011601622
No	Value		Title
1992	15		spindle cutting speed arrival range(%)
1993	15		spindle threading speed arrival range(%)
2001	100		MPG 4th scaling factor(Least Input Unit,LIU)
2003	1		MPG program simulation handwheel No.
2021	5		*Port no. or register no. for 1st MPG
2022	0		*Port no. or register no. for 2nd MPG
2023	0		*Port no. or register no. for 3rd MPG
2031	0		1st MPG related to axis ID(0:MLC;1-16:axes)
2032	0		2nd MPG related to axis ID(0:MLC;1-16:axes)
2033	0		3rd MPG related to axis ID(0:MLC;1-16:axes)
2041	100		1st MPG resolution(pulse/rev)
2042	100		2nd MPG resolution(pulse/rev)
2043	100		3rd MPG resolution(pulse/rev)
2051	4		1st MPG scaling factor
2052	4		2nd MPG scaling factor
2053	4		3rd MPG scaling factor
2061	1		1st MPG gear number at screw side
2062	1		1st MPG gear number at motor side
2063	1		2nd MPG gear number at screw side
2064	1		2nd MPG gear number at motor side
2065	1		3rd MPG gear number at screw side
2066	1		3rd MPG gear number at motor side
2401	1675000		X axis pos. coordinate of stroke limit 1(BLU)
2402	0		X axis neg. coordinate of stroke limit 1(BLU)
2403	2740000		Y axis pos. coordinate of stroke limit 1(BLU)
2404	0		Y axis neg. coordinate of stroke limit 1(BLU)
2405	0		Z axis pos. coordinate of stroke limit 1(BLU)
2406	-303030		Z axis neg. coordinate of stroke limit 1(BLU)
2407	999999999		4th axis pos. coordinate of stroke limit 1(BLU)
2408	-999999999		4th axis neg. coordinate of stroke limit 1(BLU)
2409	999999999		5th axis pos. coordinate of stroke limit 1(BLU)
2410	-999999999		5th axis neg. coordinate of stroke limit 1(BLU)
2411	999999999		6th axis pos. coordinate of stroke limit 1(BLU)
2412	-999999999		6th axis neg. coordinate of stroke limit 1(BLU)
2413	999999999		7th axis pos. coordinate of stroke limit 1(BLU)
2414	-999999999		7th axis neg. coordinate of stroke limit 1(BLU)
2415	999999999		8th axis pos. coordinate of stroke limit 1(BLU)
2416	-999999999		8th axis neg. coordinate of stroke limit 1(BLU)
2417	999999999		9th axis pos. coordinate of stroke limit 1(BLU)
2418	-999999999		9th axis neg. coordinate of stroke limit 1(BLU)
2419	999999999		10th axis pos. coordinate of stroke limit 1(BLU)
2420	-999999999		10th axis neg. coordinate of stroke limit 1(BLU)
2421	999999999		11th axis pos. coordinate of stroke limit 1(BLU)
2422	-999999999		11th axis neg. coordinate of stroke limit 1(BLU)
2423	999999999		12th axis pos. coordinate of stroke limit 1(BLU)
2424	-999999999		12th axis neg. coordinate of stroke limit 1(BLU)
2425	999999999		13th axis pos. coordinate of stroke limit 1(BLU)
2426	-999999999		13th axis neg. coordinate of stroke limit 1(BLU)
2427	999999999		14th axis pos. coordinate of stroke limit 1(BLU)
2428	-999999999		14th axis neg. coordinate of stroke limit 1(BLU)
2429	999999999		15th axis pos. coordinate of stroke limit 1(BLU)
2430	-999999999		15th axis neg. coordinate of stroke limit 1(BLU)
2431	999999999		16th axis pos. coordinate of stroke limit 1(BLU)
2432	-999999999		16th axis neg. coordinate of stroke limit 1(BLU)
2441	999999999		X axis pos. coordinate of stroke limit 3(BLU)
2442	-999999999		X axis neg. coordinate of stroke limit 3(BLU)
2443	999999999		Y axis pos. coordinate of stroke limit 3(BLU)
2444	-999999999		Y axis neg. coordinate of stroke limit 3(BLU)
2445	5000000		Z axis pos. coordinate of stroke limit 3(BLU)
2446	-3000000		Z axis neg. coordinate of stroke limit 3(BLU)
2447	999999999		4th axis pos. coordinate of stroke limit 3(BLU)
2448	-999999999		4th axis neg. coordinate of stroke limit 3(BLU)
2449	0		5th axis pos. coordinate of stroke limit 3(BLU)
2450	0		5th axis neg. coordinate of stroke limit 3(BLU)
2451	0		6th axis pos. coordinate of stroke limit 3(BLU)
2452	0		6th axis neg. coordinate of stroke limit 3(BLU)
2453	0		7th axis pos. coordinate of stroke limit 3(BLU)
2454	0		7th axis neg. coordinate of stroke limit 3(BLU)
2455	0		8th axis pos. coordinate of stroke limit 3(BLU)
2456	0		8th axis neg. coordinate of stroke limit 3(BLU)
2457	0		9th axis pos. coordinate of stroke limit 3(BLU)
2458	0		9th axis neg. coordinate of stroke limit 3(BLU)
2459	0		10th axis pos. coordinate of stroke limit 3(BLU)
2460	0		10th axis neg. coordinate of stroke limit 3(BLU)
2461	0		11th axis pos. coordinate of stroke limit 3(BLU)
2462	0		11th axis neg. coordinate of stroke limit 3(BLU)
2463	0		12th axis pos. coordinate of stroke limit 3(BLU)
2464	0		12th axis neg. coordinate of stroke limit 3(BLU)
2465	0		13th axis pos. coordinate of stroke limit 3(BLU)
2466	0		13th axis neg. coordinate of stroke limit 3(BLU)
2467	0		14th axis pos. coordinate of stroke limit 3(BLU)
2468	0		14th axis neg. coordinate of stroke limit 3(BLU)
2469	0		15th axis pos. coordinate of stroke limit 3(BLU)
2470	0		15th axis neg. coordinate of stroke limit 3(BLU)
2471	0		16th axis pos. coordinate of stroke limit 3(BLU)
2472	0		16th axis neg. coordinate of stroke limit 3(BLU)
2481	0		persistent of stroke limit 3(0:No;1:Reset;2:PowerOff)
2482	1		Protect range of stroke limit 3(1:Outside; 2:Inside)
2501	0		X axis pos. coordinate of stroke limit 2(BLU)
2502	0		X axis neg. coordinate of stroke limit 2(BLU)
2503	0		Y axis pos. coordinate of stroke limit 2(BLU)
2504	0		Y axis neg. coordinate of stroke limit 2(BLU)
2505	0		Z axis pos. coordinate of stroke limit 2(BLU)
2506	0		Z axis neg. coordinate of stroke limit 2(BLU)
2507	0		4th axis pos. coordinate of stroke limit 2(BLU)
2508	0		4th axis neg. coordinate of stroke limit 2(BLU)
2509	0		5th axis pos. coordinate of stroke limit 2(BLU)
2510	0		5th axis neg. coordinate of stroke limit 2(BLU)
2511	0		6th axis pos. coordinate of stroke limit 2(BLU)
2512	0		6th axis neg. coordinate of stroke limit 2(BLU)
2513	0		7th axis pos. coordinate of stroke limit 2(BLU)
2514	0		7th axis neg. coordinate of stroke limit 2(BLU)
2515	0		8th axis pos. coordinate of stroke limit 2(BLU)
2516	0		8th axis neg. coordinate of stroke limit 2(BLU)
2517	0		9th axis pos. coordinate of stroke limit 2(BLU)
2518	0		9th axis neg. coordinate of stroke limit 2(BLU)
2519	0		10th axis pos. coordinate of stroke limit 2(BLU)
2520	0		10th axis neg. coordinate of stroke limit 2(BLU)
2521	0		11th axis pos. coordinate of stroke limit 2(BLU)
2522	0		11th axis neg. coordinate of stroke limit 2(BLU)
2523	0		12th axis pos. coordinate of stroke limit 2(BLU)
2524	0		12th axis neg. coordinate of stroke limit 2(BLU)
2525	0		13th axis pos. coordinate of stroke limit 2(BLU)
2526	0		13th axis neg. coordinate of stroke limit 2(BLU)
2527	0		14th axis pos. coordinate of stroke limit 2(BLU)
2528	0		14th axis neg. coordinate of stroke limit 2(BLU)
2529	0		15th axis pos. coordinate of stroke limit 2(BLU)
2530	0		15th axis neg. coordinate of stroke limit 2(BLU)
2531	0		16th axis pos. coordinate of stroke limit 2(BLU)
2532	0		16th axis neg. coordinate of stroke limit 2(BLU)
2542	2		Protect range of stroke limit 2(1:Outside; 2:Inside)
2801	0		X axis 2nd reference point(BLU)
2802	2613000		Y axis 2nd reference point(BLU)
2803	0		Z axis 2nd reference point(BLU)
2804	0		4th axis 2nd reference point(BLU)
2805	0		5th axis 2nd reference point(BLU)
2806	0		6th axis 2nd reference point(BLU)
2807	0		7th axis 2nd reference point(BLU)
2808	0		8th axis 2nd reference point(BLU)
2809	0		9th axis 2nd reference point(BLU)
2810	0		10th axis 2nd reference point(BLU)
2811	0		11th axis 2nd reference point(BLU)
2812	0		12th axis 2nd reference point(BLU)
2813	0		13th axis 2nd reference point(BLU)
2814	0		14th axis 2nd reference point(BLU)
2815	0		15th axis 2nd reference point(BLU)
2816	0		16th axis 2nd reference point(BLU)
2821	0		X axis 3rd reference point(BLU)
2822	0		Y axis 3rd reference point(BLU)
2823	0		Z axis 3rd reference point(BLU)
2824	0		4th axis 3rd reference point(BLU)
2825	0		5th axis 3rd reference point(BLU)
2826	0		6th axis 3rd reference point(BLU)
2827	0		7th axis 3rd reference point(BLU)
2828	0		8th axis 3rd reference point(BLU)
2829	0		9th axis 3rd reference point(BLU)
2830	0		10th axis 3rd reference point(BLU)
2831	0		11th axis 3rd reference point(BLU)
2832	0		12th axis 3rd reference point(BLU)
2833	0		13th axis 3rd reference point(BLU)
2834	0		14th axis 3rd reference point(BLU)
2835	0		15th axis 3rd reference point(BLU)
2836	0		16th axis 3rd reference point(BLU)
2841	0		X axis 4th reference point(BLU)
2842	0		Y axis 4th reference point(BLU)
2843	0		Z axis 4th reference point(BLU)
2844	0		4th axis 4th reference point(BLU)
2845	0		5th axis 4th reference point(BLU)
2846	0		6th axis 4th reference point(BLU)
2847	0		7th axis 4th reference point(BLU)
2848	0		8th axis 4th reference point(BLU)
2849	0		9th axis 4th reference point(BLU)
2850	0		10th axis 4th reference point(BLU)
2851	0		11th axis 4th reference point(BLU)
2852	0		12th axis 4th reference point(BLU)
2853	0		13th axis 4th reference point(BLU)
2854	0		14th axis 4th reference point(BLU)
2855	0		15th axis 4th reference point(BLU)
2856	0		16th axis 4th reference point(BLU)
2900	0		*Servo channel number of master axis of 1-st tension control couple axes
2901	0		*Servo channel number of slave axis of 1-st tension control couple axes
2902	0		Proportional loop gain of 1st tension control(Hz)
2903	0		Integral loop gain of 1st tension control(0.001)
2904	0		Tenshion reference of 1st tension control(%)
3001	0		*Organization for five axis machine(0:not five axis machine;1:Spindle Type;2:Table Type;3:Mix Type)
3002	0		Direction of Tool(0:Undefine;1:Positive x-Axis;2:Positive y-Axis;3:Positive z-Axis)
3003	0		Incline Angle of direction of Tool(RA)
3004	0		Incline Angle of direction of Tool(RB)
3005	0		First rotation axis(0:Undefine;1:rotate around x-Axis;2:rotate around y-Axis;3:rotate around z-Axis)
3006	0		Second rotation axis(0:Undefine;1:rotate around x-Axis;2:rotate around y-Axis;3:rotate around z-Axis)
3007	0		Rotation direction of first rotation axis(0:Undefine;1:right hand side;2:left hand side)
3008	0		Rotation direction of second rotation axis(0:Undefine;1:right hand side;2:left hand side)
3009	0		starting point of rotation angle of first rotation axis
3010	0		terminal point of rotation angle of first rotation axis
3011	0		starting point of rotation angle of second rotation axis
3012	0		terminal point of rotation angle of second rotation axis
3013	0		Tool Holder Offset
3014	0		feature coordinate persist mode(0:No;1:Reset;2:PowerOff)
3015	0		A-component of Offset for first rotation axis
3016	0		B-component of Offset for first rotation axis
3017	0		C-component of Offset for first rotation axis
3018	0		A-component of Offset for second rotation axis
3019	0		B-component of Offset for second rotation axis
3020	0		C-component of Offset for second rotation axis
3021	0		x-component of Offset from tool holder to second rotation axis
3022	0		y-component of Offset from tool holder to second rotation axis
3023	0		z-component of Offset from tool holder to second rotation axis
3024	0		x-component of Offset from second rotation axis to first rotation axis
3025	0		y-component of Offset from second rotation axis to first rotation axis
3026	0		z-component of Offset from second rotation axis to first rotation axis
3031	0		x-component of Offset from first rotation axis to second rotation axis
3032	0		y-component of Offset from first rotation axis to second rotation axis
3033	0		z-component of Offset from first rotation axis to second rotation axis
3034	0		x-component of Offset from machine to first rotation axis
3035	0		y-component of Offset from machine to first rotation axis
3036	0		z-component of Offset from machine to first rotation axis
3041	0		x-component of Offset from tool holder to first rotation axis
3042	0		y-component of Offset from tool holder to first rotation axis
3043	0		z-component of Offset from tool holder to first rotation axis
3044	0		x-component of Offset from machine to second rotation axis
3045	0		y-component of Offset from machine to second rotation axis
3046	0		z-component of Offset from machine to second rotation axis
3051	0		enable smooth RTCP function(0:No;1:Yes)
3052	0		first rotation axis smooth tolerance(0.001deg)
3053	0		second rotation axis smooth tolerance(0.001deg)
3054	0		RTCP interpolation mode(0:Five Axes Simultaneously; 1:Tool Vector)
3201	0		*lathe convention(0:No;1:C;2:A;3:B)
3202	5000		*I/O scan time(0.001 ms)
3203	3000		*Interpolation time interval(0.001 ms)
3204	10000		*PLC scan time(0.001 ms)
3205	0		*Function key type(0:5 key;1:8 key;2:Touch)
3207	2		*C/S interface version number(1:Percent;2:Level)
3209	0		*Language-0:英文(ENG);1:繁中(CHT);2:LOCAL;3:簡中(CHS)
3211	0		*Display type(0:Color;1:Mono)
3213	3		*Floppy name(1:USBDisk;2:DiskA;3:NetWork;4:USBDisk2)
3215	1		*Enable T code call mode(0:Normal;1:Sub;2:Macro)
3217	13		*Control panel type
3219	3		*System config.(0:DISKC2;1:DISKC2;2DISKC;3:DISKA)
3221	0		Debug level(0:User;1:App;2:Sys)
3223	1		Enable System Manager(0:Disable;1:Enable)
3224	0		Spindle Position Display(0:Off;1:On)
3225	5		*Screen saver time latency(min)
3227	0		*Screen resolution(0:FullScreen,1:800x600,2:1024x768)
3228	0		Enable tool manager(0:Disable;1:Enable)
3229	0		Disable workpiece coordinate(0:Enable;1:Disable)
3230	0		Disable lathe tool length screen(0:Enable;1:Disable)
3231	0		*COM1 Remote Device(0:No;1:FX2;2:Vision;3:FX2-V2)
3232	0		*COM2 Remote Device(0:No;1:FX2;2:Vision;3:FX2-V2)
3234	0		*Open Modbus Slave(0:Close,1:COM1,2:COM2,3:COM3)
3235	0		*Modbus Slave Station ID(0-255:Station ID)
3236	0		*Netwrok Station ID(0:Disabled;1-31:Station ID)
3237	1024		*Netwrok whiteboard R register start number
3238	0		*Network whiteboard R register length
3241	0		*decimal point type(0:standard;1:pocket)
3243	0		*keyboard reset process by PLC(0:by MMI;1:PLC)
3245	1000		Max inc. value of input for tool wear compen.(BLU)
3247	0		Feedrate display method(0:mm/min;1:m/min)
3251	0		*Touch Screen Type(0:No;1:PM9000(Com4);2:TouchKit;3:PM9000(Com1);4:PM6000;9:Mouse)
3252	25		
3253	996		
3254	28		
3255	1006		
3401	-100000		Extension Parameter(R81)
3402	0		Extension Parameter(R82)
3403	0		Extension Parameter(R83)
3404	0		Extension Parameter(R84)
3405	0		Extension Parameter(R85)
3406	0		Extension Parameter(R86)
3407	0		Extension Parameter(R87)
3408	0		Extension Parameter(R88)
3409	6		Extension Parameter(R89)
3410	30		Extension Parameter(R90)
3411	30		Extension Parameter(R91)
3412	0		Extension Parameter(R92)
3413	13		Extension Parameter(R93)
3414	0		Extension Parameter(R94)
3415	89		Extension Parameter(R95)
3416	0		Extension Parameter(R96)
3417	0		Extension Parameter(R96)
3418	0		Extension Parameter(R98)
3419	0		Extension Parameter(R99)
3420	0		Extension Parameter(R100)
3421	0		Extension Parameter(R801)
3422	0		Extension Parameter(R802)
3423	0		Extension Parameter(R803)
3424	0		Extension Parameter(R804)
3425	0		Extension Parameter(R805)
3426	0		Extension Parameter(R806)
3427	0		Extension Parameter(R807)
3428	0		Extension Parameter(R808)
3429	0		Extension Parameter(R809)
3430	0		Extension Parameter(R810)
3431	0		Extension Parameter(R811)
3432	0		Extension Parameter(R812)
3433	0		Extension Parameter(R813)
3434	0		Extension Parameter(R814)
3435	0		Extension Parameter(R815)
3436	0		Extension Parameter(R816)
3437	0		Extension Parameter(R817)
3438	0		Extension Parameter(R818)
3439	0		Extension Parameter(R819)
3440	0		Extension Parameter(R820)
3441	0		Extension Parameter(R821)
3442	0		Extension Parameter(R822)
3443	0		Extension Parameter(R823)
3444	0		Extension Parameter(R824)
3445	0		Extension Parameter(R825)
3446	0		Extension Parameter(R826)
3447	0		Extension Parameter(R827)
3448	0		Extension Parameter(R828)
3449	0		Extension Parameter(R829)
3450	0		Extension Parameter(R830)
3451	0		Extension Parameter(R831)
3452	0		Extension Parameter(R832)
3453	0		Extension Parameter(R833)
3454	0		Extension Parameter(R834)
3455	0		Extension Parameter(R835)
3601	0		*M code macro call registry No.1
3602	0		*M code macro call registry No.2
3603	0		*M code macro call registry No.3
3604	0		*M code macro call registry No.4
3605	0		*M code macro call registry No.5
3606	0		*M code macro call registry No.6
3607	0		*M code macro call registry No.7
3608	0		*M code macro call registry No.8
3609	0		*M code macro call registry No.9
3610	0		*M code macro call registry No.10
3701	0		*G code macro call registry No.1
3702	0		*G code macro call registry No.2
3703	0		*G code macro call registry No.3
3704	0		*G code macro call registry No.4
3705	0		*G code macro call registry No.5
3706	0		*G code macro call registry No.6
3707	0		*G code macro call registry No.7
3708	0		*G code macro call registry No.8
3709	0		*G code macro call registry No.9
3710	0		*G code macro call registry No.10
3721	0		*axis 1 of 1st axis exchange
3722	0		*axis 2 of 1st axis exchange
3723	0		*offset 1 of 1st axis exchange
3724	0		*offset 2 of 1st axis exchange
3725	0		*mirror of 1st axis exchange
3726	0		*axis 1 of 2st axis exchange
3727	0		*axis 2 of 2st axis exchange
3728	0		*offset 1 of 2st axis exchange
3729	0		*offset 2 of 2st axis exchange
3730	0		*mirror of 2nd axis exchange
3731	0		*axis 1 of 3rd axis exchange
3732	0		*axis 2 of 3rd axis exchange
3733	0		*offset 1 of 3rd axis exchange
3734	0		*offset 2 of 3rd axis exchange
3735	0		*mirror of 3rd axis exchange
3736	0		*axis 1 of 4th axis exchange
3737	0		*axis 2 of 4th axis exchange
3738	0		*offset 1 of 4th axis exchange
3739	0		*offset 2 of 4th axis exchange
3740	0		*mirror of 4th axis exchange
3801	0		feed tight couple with spindle position under G95
3802	0		default feedrate control mode(0:G64; 1:G62; 2:HPCC)
3803	0		°k²æ¥\¯à¼W¯q
3804	99		Part count M code
3805	1000		static dual feedback error timeout(ms)
3806	0		second auxiliary code(0:disable；1:enable)
3807	5		Destination not on arc check window(BLU)
3808	0		Smooth Precision Advanced(0:disable;1:highest smoothness;5:highest precision)
3809	0		*Are UVWH inc. command of XYZC axes(0:No;1:Yes)
3810	0		*Paralleled executing multiple M code in one block(0:Off;1:On)
3811	0		*Start address of persist working global variable
3813	0		*Number of extended global varaibles
3815	0		Tool radius compensation Mode(0:Type B;1:Preview;2:Type A)
3816	2		Tool length compensation mode(0:Z;1:Single;2:Multi)
3817	10000		Fatal dual feedback error(BLU)
3818	0		Dual feedback self-detect error(pulse)
3819	0		Overcut check mode(0:Off;1:Check;2:Fix)
3820	2		minimal deceleration ratio for inner circular cutting(Unit:%)
3821	0		*1st coupling master axis number
3822	0		*1st coupling slave axis number
3823	1		*1st coupling master axis ratio factor
3824	0		*1st coupling slave axis ratio factor
3825	0		*1st coupling type(0:No;1:Mach;2:PSyn;3:Super;4:MSyn;5:One->Several;6:Feedback)
3826	0		1st coupling couple time(ms)
3827	0		1st coupling decouple time(ms)
3831	1000		*Discharge resolution(0.001us)
3832	0		*Discharge ignition delay
3835	0		system command delay output time(ms)
3836	0		*Initial Feed Mode(0:default;1:per min.;2:per rev.)
3837	0		*Initial Command Mode(0:default;1:G90;2:G91)
3838	1		*Initial Mode of 2nd Stroke limit(1:G22, 2:G23)
3841	0		Z+ contact surface position(BLU)
3842	0		Z- contact surface position(BLU)
3843	0		X+ contact surface position(BLU)
3844	0		X- contact surface position(BLU)
3851	0		tool break handler program no
3852	0		*enable custom halted point return(0:No;1:Yes)
3861	0		*2nd coupling master axis number
3862	0		*2nd coupling slave axis number
3863	1		*2nd coupling master axis ratio factor
3864	0		*2nd coupling slave axis ratio factor
3865	0		*2nd coupling type(0:No;1:Mach;2:PSyn;3:Super;4:MSyn;5:One->Several;6:Feedback)
3866	0		2nd coupling couple time(ms)
3867	0		2nd coupling decouple time(ms)
3871	0		*3rd coupling master axis number
3872	0		*3rd coupling slave axis number
3873	1		*3rd coupling master axis ratio factor
3874	0		*3rd coupling slave axis ratio factor
3875	0		*3rd coupling type(0:No;1:Mach;2:PSyn;3:Super;4:MSyn;5:One->Several;6:Feedback)
3876	0		3rd coupling couple time(ms)
3877	0		3rd coupling decouple time(ms)
3881	0		*4th coupling master axis number
3882	0		*4th coupling slave axis number
3883	1		*4th coupling master axis ratio factor
3884	0		*4th coupling slave axis ratio factor
3885	0		*4th coupling type(0:No;1:Mach;2:PSyn;3:Super;4:MSyn;5:One->Several;6:Feedback)
3886	0		4th coupling couple time(ms)
3887	0		4th coupling decouple time(ms)
3901	0		DC protocol role(0:CNC;1:Device or PC)
3903	1		File transfer port number(1:COM1;2:COM2)
3905	1		Macro program port number(1:COM1;2:COM2)
3921	3		COM1 baud(0:24;1:48;2:96;3:192;4:384;5:576;6:1152;7:2304;8:4608;9:9126)
3922	8		COM1 data bit number
3923	0		COM1 exchange code type(0:ASCII;1:EIA;2:ISO)
3924	0		COM1 control code(0:No;1:DC2;2:DC4;3:DC2DC4)
3925	0		COM1 end-of-block output code(0:EOB;1:CR+EOB)
3926	0		COM1 DC3 control code parity(0:Off;1:On)
3927	1		COM1 flow control(0:No;1:CtsRts;2:XOnOff;3:RS485)
3928	0		COM1 parity check(0:No;1:Odd;2:Even)
3929	1		COM1 stop bit number(1:1Bit;2:2Bit)
3930	10		COM1 communicate error timeout(ms)
3941	3		COM2 baud(0:24;1:48;2:96;3:192;4:384;5:576;6:1152;7:2304;8:4608;9:9126)
3942	8		COM2 data bit number
3943	0		COM2 exchange code type(0:ASCII;1:EIA;2:ISO)
3944	0		COM2 control code(0:No;1:DC2;2:DC4;3:DC2DC4)
3945	0		COM2 end-of-block output code(0:EOB;1:CR+EOB)
3946	0		COM2 DC3 control code parity(0:Off;1:On)
3947	1		COM2 flow control(0:No;1:CtsRts;2:XOnOff;3:RS485)
3948	0		COM2 parity check(0:No;1:Odd;2:Even)
3949	1		COM2 stop bit number(1:1Bit;2:2Bit)
3950	10		COM2 communicate error timeout(ms)
3951	0		Axis no. for chopping axis(1-16)
3952	0		Chopping reference machine position (BLU)
3953	0		Chopping upper dead machine position (BLU)
3954	0		Chopping lower dead machine position (BLU)
3955	0		Chopping feedrate (mm/min)
3956	0		Chopping compensation factor (%)
3957	0		G00 Overlapping Distance(BLU)
3961	3		COM3 baud(0:24;1:48;2:96;3:192;4:384;5:576;6:1152;7:2304;8:4608;9:9126)
3962	8		COM3 data bit number
3963	0		COM3 exchange code type(0:ASCII;1:EIA;2:ISO)
3964	0		COM3 control code(0:No;1:DC2;2:DC4;3:DC2DC4)
3965	0		COM3 end-of-block output code(0:EOB;1:CR+EOB)
3966	0		COM3 DC3 control code parity(0:Off;1:On)
3967	1		COM3 flow control(0:No;1:CtsRts;2:XOnOff;3:RS485)
3968	0		COM3 parity check(0:No;1:Odd;2:Even)
3969	1		COM3 stop bit number(1:1Bit;2:2Bit)
3970	10		COM3 communicate error timeout(ms)
4001	0		Tapping mode(0:peck tapping,1:high-speed)
4002	5000		Drilling cycle retrace amount(LIU)
4004	0		Tapping cycle retrace amount(LIU)
4006	100		Tapping cycle retrace speed(%)
4007	0		Spindle oritiention stop before tapping for serial spindle(0:disabled;1:enable)
4008	0		Drilling mode for G81(0:general,1:fast-drill)
4010	50		Facing cycle X/Y plane milling stepover percent
4020	0		OSS direction of boring cyle(0:X+,1:X-,2:Y+,3:Y-,4:Z+,5:Z-)
4055	0		G code tool measurement distance R
4056	0		G code tool measurement allowed distance D
4057	0		G code tool measurement feedrate F
4058	0		G code tool measurement reference point P
4059	0		G37.1 measuring position in mechanical coordinate Z
5001	0		¦Û©w¸q°Ñ¼Æ1
5002	0		¦Û©w¸q°Ñ¼Æ2
7001	0		*1st straightness offset moving axis a position
7002	0		*1st straightness offset moving axis b position
7003	0		*1st straightness offset moving axis c position
7004	0		*1st straightness offset moving axis d position
7005	0		*1st straightness offset moving axis e position
7006	0		*2nd straightness offset moving axis a position
7007	0		*2nd straightness offset moving axis b position
7008	0		*2nd straightness offset moving axis c position
7009	0		*2nd straightness offset moving axis d position
7010	0		*2nd straightness offset moving axis e position
7011	0		*3rd straightness offset moving axis a position
7012	0		*3rd straightness offset moving axis b position
7013	0		*3rd straightness offset moving axis c position
7014	0		*3rd straightness offset moving axis d position
7015	0		*3rd straightness offset moving axis e position
7016	0		*4th straightness offset moving axis a position
7017	0		*4th straightness offset moving axis b position
7018	0		*4th straightness offset moving axis c position
7019	0		*4th straightness offset moving axis d position
7020	0		*4th straightness offset moving axis e position
7021	0		*5th straightness offset moving axis a position
7022	0		*5th straightness offset moving axis b position
7023	0		*5th straightness offset moving axis c position
7024	0		*5th straightness offset moving axis d position
7025	0		*5th straightness offset moving axis e position
7026	0		1st straightness offset moving axis a position compensation amount(BLU)
7027	0		1st straightness offset moving axis b position compensation amount(BLU)
7028	0		1st straightness offset moving axis c position compensation amount(BLU)
7029	0		1st straightness offset moving axis d position compensation amount(BLU)
7030	0		1st straightness offset moving axis e position compensation amount(BLU)
7031	0		2nd straightness offset moving axis a position compensation amount(BLU)
7032	0		2nd straightness offset moving axis b position compensation amount(BLU)
7033	0		2nd straightness offset moving axis c position compensation amount(BLU)
7034	0		2nd straightness offset moving axis d position compensation amount(BLU)
7035	0		2nd straightness offset moving axis e position compensation amount(BLU)
7036	0		3rd straightness offset moving axis a position compensation amount(BLU)
7037	0		3rd straightness offset moving axis b position compensation amount(BLU)
7038	0		3rd straightness offset moving axis c position compensation amount(BLU)
7039	0		3rd straightness offset moving axis d position compensation amount(BLU)
7040	0		3rd straightness offset moving axis e position compensation amount(BLU)
7041	0		4th straightness offset moving axis a position compensation amount(BLU)
7042	0		4th straightness offset moving axis b position compensation amount(BLU)
7043	0		4th straightness offset moving axis c position compensation amount(BLU)
7044	0		4th straightness offset moving axis d position compensation amount(BLU)
7045	0		4th straightness offset moving axis e position compensation amount(BLU)
7046	0		5th straightness offset moving axis a position compensation amount(BLU)
7047	0		5th straightness offset moving axis b position compensation amount(BLU)
7048	0		5th straightness offset moving axis c position compensation amount(BLU)
7049	0		5th straightness offset moving axis d position compensation amount(BLU)
7050	0		5th straightness offset moving axis e position compensation amount(BLU)
8001	0		X pos. abs. comp. pitch err. table no.1
8002	0		X pos. abs. comp. pitch err. table no.2
8003	0		X pos. abs. comp. pitch err. table no.3
8004	0		X pos. abs. comp. pitch err. table no.4
8005	0		X pos. abs. comp. pitch err. table no.5
8006	0		X pos. abs. comp. pitch err. table no.6
8007	0		X pos. abs. comp. pitch err. table no.7
8008	0		X pos. abs. comp. pitch err. table no.8
8009	0		X pos. abs. comp. pitch err. table no.9
8010	0		X pos. abs. comp. pitch err. table no.10
8011	0		X pos. abs. comp. pitch err. table no.11
8012	0		X pos. abs. comp. pitch err. table no.12
8013	0		X pos. abs. comp. pitch err. table no.13
8014	0		X pos. abs. comp. pitch err. table no.14
8015	0		X pos. abs. comp. pitch err. table no.15
8016	0		X pos. abs. comp. pitch err. table no.16
8017	0		X pos. abs. comp. pitch err. table no.17
8018	0		X pos. abs. comp. pitch err. table no.18
8019	0		X pos. abs. comp. pitch err. table no.19
8020	0		X pos. abs. comp. pitch err. table no.20
8021	0		X pos. abs. comp. pitch err. table no.21
8022	0		X pos. abs. comp. pitch err. table no.22
8023	0		X pos. abs. comp. pitch err. table no.23
8024	0		X pos. abs. comp. pitch err. table no.24
8025	0		X pos. abs. comp. pitch err. table no.25
8026	0		X pos. abs. comp. pitch err. table no.26
8027	0		X pos. abs. comp. pitch err. table no.27
8028	0		X pos. abs. comp. pitch err. table no.28
8029	0		X pos. abs. comp. pitch err. table no.29
8030	0		X pos. abs. comp. pitch err. table no.30
8031	0		X pos. abs. comp. pitch err. table no.31
8032	0		X pos. abs. comp. pitch err. table no.32
8033	0		X pos. abs. comp. pitch err. table no.33
8034	0		X pos. abs. comp. pitch err. table no.34
8035	0		X pos. abs. comp. pitch err. table no.35
8036	0		X pos. abs. comp. pitch err. table no.36
8037	0		X pos. abs. comp. pitch err. table no.37
8038	0		X pos. abs. comp. pitch err. table no.38
8039	0		X pos. abs. comp. pitch err. table no.39
8040	0		X pos. abs. comp. pitch err. table no.40
8041	0		X pos. abs. comp. pitch err. table no.41
8042	0		X pos. abs. comp. pitch err. table no.42
8043	0		X pos. abs. comp. pitch err. table no.43
8044	0		X pos. abs. comp. pitch err. table no.44
8045	0		X pos. abs. comp. pitch err. table no.45
8046	0		X pos. abs. comp. pitch err. table no.46
